URL,Extent,Work Value,Work Value Description
https://www.onetonline.org/link/details/11-3121.00,78,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/11-3121.00,72,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/11-3121.00,72,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/11-3121.00,67,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/11-3121.00,56,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/13-1071.00,78,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/13-1071.00,72,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/13-1071.00,67,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/13-1071.00,64,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/13-1071.00,50,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/13-1071.00,50,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/51-8013.04,50,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/51-8013.04,50,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/51-8013.04,50,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/51-8013.04,33,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/51-8013.04,33,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/51-8013.04,33,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/11-3051.06,83,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/11-3051.06,83,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/11-3051.06,78,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/11-3051.06,78,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/11-3051.06,61,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/11-3051.06,50,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/19-2043.00,72,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/19-2043.00,70,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/19-2043.00,56,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/19-2043.00,50,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/19-2043.00,33,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/19-2043.00,22,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/19-2041.03,83,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/19-2041.03,72,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/19-2041.03,70,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/19-2041.03,61,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/19-2041.03,45,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/19-2041.03,39,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/17-3026.00,72,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/17-3026.00,61,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/17-3026.00,56,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/17-3026.00,53,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/17-3026.00,50,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/17-3026.00,50,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/17-2112.00,78,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/17-2112.00,78,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/17-2112.00,72,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/17-2112.00,72,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/17-2112.00,67,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/17-2112.00,45,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/49-9041.00,78,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/49-9041.00,61,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/49-9041.00,53,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/49-9041.00,50,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/49-9041.00,45,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/49-9041.00,28,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/11-3051.00,83,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/11-3051.00,78,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/11-3051.00,72,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/11-3051.00,67,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/11-3051.00,67,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/11-3051.00,67,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/53-7051.00,56,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/53-7051.00,56,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/53-7051.00,33,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/53-7051.00,25,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/53-7051.00,22,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/53-7051.00,22,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/19-3032.00,86,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/19-3032.00,83,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/19-3032.00,78,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/19-3032.00,78,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/19-3032.00,67,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/19-3032.00,61,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/15-1212.00,78,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/15-1212.00,72,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/15-1212.00,72,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/15-1212.00,61,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/15-1212.00,56,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/15-1212.00,56,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/15-1299.09,83,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/15-1299.09,78,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/15-1299.09,70,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/15-1299.09,67,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/15-1299.09,39,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/15-1299.09,39,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/51-9061.00,56,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/51-9061.00,33,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/51-9061.00,31,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/51-9061.00,22,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/51-9061.00,22,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/51-9061.00,11,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/25-9031.00,83,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/25-9031.00,83,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/25-9031.00,78,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/25-9031.00,64,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/25-9031.00,61,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/25-9031.00,33,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/47-2131.00,61,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/47-2131.00,28,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/47-2131.00,28,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/47-2131.00,22,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/47-2131.00,22,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/47-2131.00,22,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/47-2132.00,78,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/47-2132.00,72,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/47-2132.00,50,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/47-2132.00,39,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/47-2132.00,28,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/47-2132.00,22,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/13-1032.00,67,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/13-1032.00,67,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/13-1032.00,61,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/13-1032.00,56,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/13-1032.00,50,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/13-1032.00,45,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/43-9041.00,61,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/43-9041.00,58,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/43-9041.00,39,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/43-9041.00,33,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/43-9041.00,33,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/43-9041.00,22,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/41-3021.00,72,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/41-3021.00,72,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/41-3021.00,67,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/41-3021.00,61,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/41-3021.00,47,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/41-3021.00,45,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/13-2053.00,67,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/13-2053.00,67,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/13-2053.00,61,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/13-2053.00,56,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/13-2053.00,50,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/13-2053.00,50,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/33-3021.06,83,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/33-3021.06,70,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/33-3021.06,67,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/33-3021.06,56,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/33-3021.06,50,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/33-3021.06,45,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/27-1025.00,78,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/27-1025.00,78,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/27-1025.00,67,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/27-1025.00,58,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/27-1025.00,56,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/27-1025.00,22,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/27-3091.00,72,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/27-3091.00,53,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/27-3091.00,50,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
