url,Category,Example
https://www.onetonline.org/link/details/17-3021.00,Fall protection lanyard,Safety lanyards
https://www.onetonline.org/link/details/17-3021.00,Farmers own file,Knife files
https://www.onetonline.org/link/details/17-3021.00,Fire extinguishers,
https://www.onetonline.org/link/details/17-3021.00,Flat hand file,Flat files
https://www.onetonline.org/link/details/17-3021.00,Flat taper file,Vixen files
https://www.onetonline.org/link/details/17-3021.00,Flowmeters,Flow meters
https://www.onetonline.org/link/details/17-3021.00,Force or torque sensors,Electronic torque testers; Force transducers
https://www.onetonline.org/link/details/17-3021.00,Forklifts,
https://www.onetonline.org/link/details/17-3021.00,Form tools or toolbits,Twist drills
https://www.onetonline.org/link/details/17-3021.00,Gage block set,Gauge blocks; V blocks
https://www.onetonline.org/link/details/17-3021.00,Gantry milling machine,Gantry mills
https://www.onetonline.org/link/details/17-3021.00,Gas welding or brazing or cutting apparatus,Gas arc welding equipment
https://www.onetonline.org/link/details/17-3021.00,Go or no go gauge,Go/no-go gauges; Plug gauges
https://www.onetonline.org/link/details/17-3021.00,Goggles,Safety goggles
https://www.onetonline.org/link/details/17-3021.00,Gyroscopic instruments,Gyroscopes
https://www.onetonline.org/link/details/17-3021.00,Hacksaw,Hacksaws
https://www.onetonline.org/link/details/17-3021.00,Half round file,Half-round files
https://www.onetonline.org/link/details/17-3021.00,Hammers,Soft face hammers
https://www.onetonline.org/link/details/17-3021.00,Height gauges,Digital height gauges; Planer gauges
https://www.onetonline.org/link/details/17-3021.00,Hex keys,Allen wrenches
https://www.onetonline.org/link/details/17-3021.00,Hole gauge,Bore gauges; Small hole gauges
https://www.onetonline.org/link/details/17-3021.00,Horizontal turning center,Computerized numerical control CNC lathes
https://www.onetonline.org/link/details/17-3021.00,Impact hammers,
https://www.onetonline.org/link/details/17-3021.00,Infrared imagers,Infrared inspection equipment
https://www.onetonline.org/link/details/17-3021.00,IR 192 radiography examination equipment,Gamma ray testing equipment
https://www.onetonline.org/link/details/17-3021.00,Lasers,
https://www.onetonline.org/link/details/17-3021.00,Leak testing equipment,Bubble emission inspection equipment
https://www.onetonline.org/link/details/17-3021.00,Liquid penetrant examination equipment,Dye penetrant inspection equipment
https://www.onetonline.org/link/details/17-3021.00,Magnetic particle examination equipment,Fluorescent penetrant inspection equipment; Magnetic particle inspection equipment
https://www.onetonline.org/link/details/17-3021.00,Mainframe console or dumb terminals,Terminal computers
https://www.onetonline.org/link/details/17-3021.00,Mallets,
https://www.onetonline.org/link/details/17-3021.00,Manipulators,Hydrasets
https://www.onetonline.org/link/details/17-3021.00,Mass spectrometers,
https://www.onetonline.org/link/details/17-3021.00,Metal cutters,Aviation snips
https://www.onetonline.org/link/details/17-3021.00,Micrometers,Depth micrometers
https://www.onetonline.org/link/details/17-3021.00,Mill saw file,Mill files
https://www.onetonline.org/link/details/17-3021.00,Offset screw driver,Offset screwdrivers
https://www.onetonline.org/link/details/17-3021.00,Open end wrenches,
https://www.onetonline.org/link/details/17-3021.00,Paint application system,Paint booths
https://www.onetonline.org/link/details/17-3021.00,Personal computers,
https://www.onetonline.org/link/details/17-3021.00,Pneumatic drill,Air drills
https://www.onetonline.org/link/details/17-3021.00,Power screwguns,Power screwdrivers
https://www.onetonline.org/link/details/17-3021.00,Precision file,Precision files
https://www.onetonline.org/link/details/17-3021.00,Pressure indicators,Pressure gauges
https://www.onetonline.org/link/details/17-3021.00,Profiling and duplicating milling machine,Multi-axis mills; Skin mills
https://www.onetonline.org/link/details/17-3021.00,Protractors,
https://www.onetonline.org/link/details/17-3021.00,Punches or nail sets or drifts,Aligning punches; Center punches; Drive punches; Pin punches;1 more
https://www.onetonline.org/link/details/17-3021.00,Respirators,Air-supplying respirators; Purifying respirators
https://www.onetonline.org/link/details/17-3021.00,Rivet tools,Riveting tools
https://www.onetonline.org/link/details/17-3021.00,Round file,Round files
https://www.onetonline.org/link/details/17-3021.00,Rulers,Steel rules
https://www.onetonline.org/link/details/17-3021.00,Safety harnesses or belts,Body harnesses
https://www.onetonline.org/link/details/17-3021.00,Scaffolding,
https://www.onetonline.org/link/details/17-3021.00,Screwdrivers,Flat head screwdrivers; Reed and Prince screwdrivers
https://www.onetonline.org/link/details/17-3021.00,Scribers,
https://www.onetonline.org/link/details/17-3021.00,Shielded metal arc welding or stick welding machine,Shielded arc welding tools
https://www.onetonline.org/link/details/17-3021.00,Shot peen machine,Shot peening equipment
https://www.onetonline.org/link/details/17-3021.00,Sockets,Socket wrenches
https://www.onetonline.org/link/details/17-3021.00,Soldering iron,Soldering irons
https://www.onetonline.org/link/details/17-3021.00,Spanner wrenches,Hook spanner wrenches
https://www.onetonline.org/link/details/17-3021.00,Specialty wrenches,Bleeder wrenches
https://www.onetonline.org/link/details/17-3021.00,Speed sensors,Accelerometer sensors
https://www.onetonline.org/link/details/17-3021.00,Squares,Alignment squares; Tri-squares
https://www.onetonline.org/link/details/17-3021.00,Straight edges,Straightedges
https://www.onetonline.org/link/details/17-3021.00,Strain gauges,Strain gauge balances
https://www.onetonline.org/link/details/17-3021.00,Taps,Bottoming taps; Plug taps; Taper taps
https://www.onetonline.org/link/details/17-3021.00,Telescopes,
https://www.onetonline.org/link/details/17-3021.00,Telescoping gauge,Telescoping gauges
https://www.onetonline.org/link/details/17-3021.00,Theodolites,
https://www.onetonline.org/link/details/17-3021.00,Thermocouples,
https://www.onetonline.org/link/details/17-3021.00,Thickness measuring devices,Snap gauges; Thickness gauges
https://www.onetonline.org/link/details/17-3021.00,Thread counters or gauges,Thread gauges
https://www.onetonline.org/link/details/17-3021.00,Thread repair kits,Split dies
https://www.onetonline.org/link/details/17-3021.00,Tinners snips,Hand snips
https://www.onetonline.org/link/details/17-3021.00,Torque wrenches,Digital torque wrenches
https://www.onetonline.org/link/details/17-3021.00,Torx keys,Torx drivers
https://www.onetonline.org/link/details/17-3021.00,Track cranes,Overhead cranes
https://www.onetonline.org/link/details/17-3021.00,Traveling column milling machine,Computer numerical controlled CNC milling machines
https://www.onetonline.org/link/details/17-3021.00,Turret lathe,Vertical turret lathes VTL
https://www.onetonline.org/link/details/17-3021.00,Ultrasonic examination equipment,Ultrasonic inspection equipment
https://www.onetonline.org/link/details/17-3021.00,Vacuum ovens,Annealing ovens
https://www.onetonline.org/link/details/17-3021.00,Vibration testers,Shakers; Vibration tables; Vibration transducers
https://www.onetonline.org/link/details/17-3021.00,Voltage or current meters,Voltmeters
https://www.onetonline.org/link/details/17-3021.00,Welder torch,Brazing equipment; Brazing hearths; Welding torches
https://www.onetonline.org/link/details/17-3021.00,Wire lug crimping tool,Wire crimpers
https://www.onetonline.org/link/details/17-3021.00,Wire twister,Safety wire pliers
https://www.onetonline.org/link/details/17-3021.00,X ray radiography examination equipment,X ray inspection equipment
https://www.onetonline.org/link/details/17-2011.00,Aerospace cockpit display panels,Electronic flight instrument systems EFIS
https://www.onetonline.org/link/details/17-2011.00,Aircraft engine compressors,Axial flow compressor facilities
https://www.onetonline.org/link/details/17-2011.00,Aircraft flight simulators or trainers,Flight simulators
https://www.onetonline.org/link/details/17-2011.00,Aircraft guidance systems,Flight management systems FMS
https://www.onetonline.org/link/details/17-2011.00,Anechoic chambers,
https://www.onetonline.org/link/details/17-2011.00,Compressed air gun,Impact guns
https://www.onetonline.org/link/details/17-2011.00,Desktop computers,UNIX work stations
https://www.onetonline.org/link/details/17-2011.00,Dynamometers,Push/pull dynamometers
https://www.onetonline.org/link/details/17-2011.00,Fatigue testers,Fatigue testing machines
https://www.onetonline.org/link/details/17-2011.00,Flow injection analysis equipment,Impinging jet apparatus
https://www.onetonline.org/link/details/17-2011.00,Flowmeters,Flow meters; Laser Doppler velocimeters LDV; Laser velocimeters
https://www.onetonline.org/link/details/17-2011.00,Force or torque sensors,Force transducers
https://www.onetonline.org/link/details/17-2011.00,Frequency analyzers,Wave analyzers
https://www.onetonline.org/link/details/17-2011.00,High end computer servers,Cluster computers; Parallel computers
https://www.onetonline.org/link/details/17-2011.00,High vacuum combustion apparatus,Propellant combustion chambers
https://www.onetonline.org/link/details/17-2011.00,High vacuum equipment,Vacuum facilities
https://www.onetonline.org/link/details/17-2011.00,Interferometers,Fiber optic interferometers
https://www.onetonline.org/link/details/17-2011.00,Laboratory centrifugal pumps,
https://www.onetonline.org/link/details/17-2011.00,Lasers,Argon-ion lasers
https://www.onetonline.org/link/details/17-2011.00,Load frame,Load frames
https://www.onetonline.org/link/details/17-2011.00,Mainframe computers,
https://www.onetonline.org/link/details/17-2011.00,Mainframe console or dumb terminals,Terminal computers
https://www.onetonline.org/link/details/17-2011.00,Oscilloscopes,Digital oscilloscopes
https://www.onetonline.org/link/details/17-2011.00,Personal computers,
https://www.onetonline.org/link/details/17-2011.00,Plotter printers,Plotters
https://www.onetonline.org/link/details/17-2011.00,Polariscopes,Reflection polariscopes
https://www.onetonline.org/link/details/17-2011.00,Power grinders,Centerless grinders
https://www.onetonline.org/link/details/17-2011.00,Pressure indicators,Digital pressure gauges
https://www.onetonline.org/link/details/17-2011.00,Pressure sensors,Electronic pressure scanners
https://www.onetonline.org/link/details/17-2011.00,Profiling and duplicating milling machine,Multi-axis mills
https://www.onetonline.org/link/details/17-2011.00,Scanning probe microscopes,Atomic force microscopes
https://www.onetonline.org/link/details/17-2011.00,Signal generators,Power microwave generators
https://www.onetonline.org/link/details/17-2011.00,Sound measuring apparatus or decibel meter,Acoustic emissions systems
https://www.onetonline.org/link/details/17-2011.00,Spectrometers,
https://www.onetonline.org/link/details/17-2011.00,Spot welding machine,Welders
https://www.onetonline.org/link/details/17-2011.00,Strain gauges,Strain gauge balances
https://www.onetonline.org/link/details/17-2011.00,Surface grinding machine,Surface grinding machines
https://www.onetonline.org/link/details/17-2011.00,Surface testers,Profilometers
https://www.onetonline.org/link/details/17-2011.00,Tracer or duplicating or contouring lathe,Lathes
https://www.onetonline.org/link/details/17-2011.00,Traveling column milling machine,Computer numerical controlled CNC milling machines
https://www.onetonline.org/link/details/17-2011.00,Turbine engines,Axial flow turbines
https://www.onetonline.org/link/details/17-2011.00,Ultrasonic examination equipment,Ultrasonic inspection equipment
